,A,B,C,D,Pretty Formula,sus_factor,predicted_structure,probability,Parent formula,parent_structure
0,Fe3+,Sn4+,Li1+,O2-,Li7Fe3(SnO6)2,1416.628197271472,"Fe3+ Li1+ O2- Sn4+
1.0
-6.634196 6.634196 6.308754
6.634196 -6.634196 6.308754
6.634196 6.634196 -6.308754
Fe Li O Sn
12 28 48 8
Cartesian
8.320860722648 3.3170979999999997 1.5771885 Fe3+
1.6866647226479998 3.3170980000000005 1.5771885 Fe3+
3.317098 1.686664722648 4.7315655 Fe3+
-3.317098 4.947531277352001 4.7315655 Fe3+
4.947531277352001 3.3170979999999997 7.885942500000001 Fe3+
-1.6866647226479996 3.3170979999999997 7.885942500000001 Fe3+
9.951294 1.6866647226479996 -1.5771884999999997 Fe3+
3.317098 4.947531277352 -1.5771885000000005 Fe3+
0.0 0.0 9.463131 Fe3+
0.0 0.0 3.154377 Fe3+
0.0 6.634196 0.0 Fe3+
6.634196 0.0 0.0 Fe3+
0.0 0.0 6.308754 Li1+
0.0 0.0 0.0 Li1+
6.634196000000001 -4.440892098500626e-16 3.154377 Li1+
-4.440892098500626e-16 6.634196000000001 3.154377 Li1+
8.793474211492 1.0763120564520001 4.000790980410001 Li1+
2.1592782114920004 5.557883943548 4.000790980409999 Li1+
1.0763120564519995 2.1592782114920004 7.155167980410001 Li1+
1.0763120564519992 11.109113788508001 0.8464139804099995 Li1+
4.474917788508001 5.557883943548 5.46234001959 Li1+
4.474917788507999 7.710508056452 -0.8464139804099995 Li1+
-1.076312056452 4.474917788508 2.30796301959 Li1+
5.557883943548 2.1592782114920004 2.3079630195900003 Li1+
-2.1592782114920004 7.710508056452 4.000790980410001 Li1+
4.474917788508 -1.076312056452 4.000790980410001 Li1+
5.557883943547999 -4.474917788508 7.15516798041 Li1+
5.557883943548001 4.474917788508 0.8464139804100004 Li1+
2.159278211492 -1.0763120564519997 5.46234001959 Li1+
2.159278211492 1.0763120564520001 -0.8464139804099999 Li1+
7.710508056452001 -2.1592782114920013 2.307963019590001 Li1+
1.076312056452001 8.793474211492 2.30796301959 Li1+
2.3671209379760003 2.3671209379760003 9.463130999999999 Li1+
2.367120937976 -2.367120937976 3.154377 Li1+
2.367120937976 9.001316937976 0.0 Li1+
2.3671209379759994 4.267075062024 6.308754 Li1+
4.267075062024 -2.3671209379760008 6.308754000000001 Li1+
4.267075062024 2.367120937976 0.0 Li1+
4.267075062024 4.267075062024 3.154377 Li1+
-2.367120937976 2.367120937976 3.154377 Li1+
3.6669788628440005 -1.9907961698760004 8.525202234066 O2-
3.6669788628439997 1.9907829014840002 2.216448234066 O2-
4.643399830124 3.666978862844001 5.370825234066 O2-
-1.9907895356800005 2.9672237713520007 5.370818925312 O2-
2.9672171371559997 1.9907961698760004 7.2466827659340005 O2-
-3.666978862844 4.6434130985160005 7.2466827659340005 O2-
8.624992169876 2.9672171371559997 4.092305765934 O2-
1.9907895356799998 3.666972228648 4.092312074688 O2-
9.601419771351999 -1.9907895356800003 2.216441925312 O2-
2.9672237713520007 8.62498553568 2.216441925312001 O2-
8.624978901483999 3.666978862844 -0.9379287659340001 O2-
1.9907895356799998 2.967223771352 -0.937935074688 O2-
10.301168228648 1.9907895356799994 0.9379350746880002 O2-
3.6669722286480004 4.643406464320001 0.9379350746879993 O2-
4.643413098516 2.967217137156 -2.216448234066 O2-
4.64340646432 -2.9672237713519998 4.092312074688 O2-
2.587814102112 0.44641504884000005 9.827474161008002 O2-
2.587814102112 -0.44640178044799983 3.518720161008 O2-
0.4464150488400005 9.222010102112 0.3643431610079997 O2-
0.4464084146440004 4.046375263691999 6.673103469762001 O2-
4.046381897888 -0.44641504883999983 5.944410838992001 O2-
4.046381897888001 0.44640178044799983 -0.3643431610080001 O2-
6.18778095116 4.046381897888 2.7900338389920005 O2-
-0.44640841464399994 2.587820736308 2.7900275302380004 O2-
4.046375263692001 7.080604414644 -2.7900275302380004 O2-
4.046375263692 6.187787585355999 3.518726469762001 O2-
6.187794219552 2.5878141021120005 0.3643431610079997 O2-
6.187787585356 -2.587820736308 6.673103469762001 O2-
2.587820736308 6.187787585356 5.944404530238 O2-
2.587820736308 7.080604414644 -0.36434946976200067 O2-
7.0805977804480005 4.046381897888001 -3.5187201610080003 O2-
0.4464084146440004 2.5878207363079997 9.098781530238 O2-
1.3837871384640008 -0.6988329382480007 7.442096421084001 O2-
1.383780504268 0.6988263040520001 1.1333487298380003 O2-
5.935363061752 1.3837871384639997 4.287719421084001 O2-
-0.698826304052 5.250415495732001 4.2877131123300005 O2-
-1.3837871384639997 7.333028938248001 2.021034578916 O2-
5.250415495732 -0.6988263040519995 2.0210282701619997 O2-
7.333028938248001 5.250408861536 5.175411578915999 O2-
0.6988263040520002 1.3837805042679998 5.17541788767 O2-
11.884611495732 -0.698826304052 1.1333361123300003 O2-
5.250408861536 7.333028938248001 1.1333424210839995 O2-
0.698826304052 8.017976504268 4.287725729838 O2-
7.333028938248001 -1.3837871384639997 4.287719421084001 O2-
8.017976504268 0.698826304052 2.02104088767 O2-
1.3837871384639993 5.935363061752001 2.0210345789160007 O2-
5.935369695948 5.250415495732001 -1.1333487298380005 O2-
5.935363061752001 -5.250408861536001 5.175411578916 O2-
6.634196 3.3170980000000005 4.7315655 Sn4+
2.220446049250313e-16 3.3170979999999997 4.7315655 Sn4+
3.3170979999999997 2.220446049250313e-16 7.8859425000000005 Sn4+
3.3170980000000005 -2.220446049250313e-16 1.5771885 Sn4+
6.634196000000001 3.317098 -1.5771885 Sn4+
6.634195999999999 -3.3170979999999997 4.7315655 Sn4+
9.951294 8.881784197001252e-16 1.5771885 Sn4+
3.3170980000000005 6.634196 1.5771885 Sn4+
",0.003923186803226199,Li7La3(SnO6)2,"La3+ Li1+ O2- Sn4+
1.0
-6.634196 6.634196 6.308754
6.634196 -6.634196 6.308754
6.634196 6.634196 -6.308754
La Li O Sn
12 28 48 8
Cartesian
8.320860722648 3.3170979999999997 1.5771885 La3+
1.6866647226479998 3.3170980000000005 1.5771885 La3+
3.317098 1.686664722648 4.7315655 La3+
-3.317098 4.947531277352001 4.7315655 La3+
4.947531277352001 3.3170979999999997 7.885942500000001 La3+
-1.6866647226479996 3.3170979999999997 7.885942500000001 La3+
9.951294 1.6866647226479996 -1.5771884999999997 La3+
3.317098 4.947531277352 -1.5771885000000005 La3+
0.0 0.0 9.463131 La3+
0.0 0.0 3.154377 La3+
0.0 6.634196 0.0 La3+
6.634196 0.0 0.0 La3+
0.0 0.0 6.308754 Li1+
0.0 0.0 0.0 Li1+
6.634196000000001 -4.440892098500626e-16 3.154377 Li1+
-4.440892098500626e-16 6.634196000000001 3.154377 Li1+
8.793474211492 1.0763120564520001 4.000790980410001 Li1+
2.1592782114920004 5.557883943548 4.000790980409999 Li1+
1.0763120564519995 2.1592782114920004 7.155167980410001 Li1+
1.0763120564519992 11.109113788508001 0.8464139804099995 Li1+
4.474917788508001 5.557883943548 5.46234001959 Li1+
4.474917788507999 7.710508056452 -0.8464139804099995 Li1+
-1.076312056452 4.474917788508 2.30796301959 Li1+
5.557883943548 2.1592782114920004 2.3079630195900003 Li1+
-2.1592782114920004 7.710508056452 4.000790980410001 Li1+
4.474917788508 -1.076312056452 4.000790980410001 Li1+
5.557883943547999 -4.474917788508 7.15516798041 Li1+
5.557883943548001 4.474917788508 0.8464139804100004 Li1+
2.159278211492 -1.0763120564519997 5.46234001959 Li1+
2.159278211492 1.0763120564520001 -0.8464139804099999 Li1+
7.710508056452001 -2.1592782114920013 2.307963019590001 Li1+
1.076312056452001 8.793474211492 2.30796301959 Li1+
2.3671209379760003 2.3671209379760003 9.463130999999999 Li1+
2.367120937976 -2.367120937976 3.154377 Li1+
2.367120937976 9.001316937976 0.0 Li1+
2.3671209379759994 4.267075062024 6.308754 Li1+
4.267075062024 -2.3671209379760008 6.308754000000001 Li1+
4.267075062024 2.367120937976 0.0 Li1+
4.267075062024 4.267075062024 3.154377 Li1+
-2.367120937976 2.367120937976 3.154377 Li1+
3.6669788628440005 -1.9907961698760004 8.525202234066 O2-
3.6669788628439997 1.9907829014840002 2.216448234066 O2-
4.643399830124 3.666978862844001 5.370825234066 O2-
-1.9907895356800005 2.9672237713520007 5.370818925312 O2-
2.9672171371559997 1.9907961698760004 7.2466827659340005 O2-
-3.666978862844 4.6434130985160005 7.2466827659340005 O2-
8.624992169876 2.9672171371559997 4.092305765934 O2-
1.9907895356799998 3.666972228648 4.092312074688 O2-
9.601419771351999 -1.9907895356800003 2.216441925312 O2-
2.9672237713520007 8.62498553568 2.216441925312001 O2-
8.624978901483999 3.666978862844 -0.9379287659340001 O2-
1.9907895356799998 2.967223771352 -0.937935074688 O2-
10.301168228648 1.9907895356799994 0.9379350746880002 O2-
3.6669722286480004 4.643406464320001 0.9379350746879993 O2-
4.643413098516 2.967217137156 -2.216448234066 O2-
4.64340646432 -2.9672237713519998 4.092312074688 O2-
2.587814102112 0.44641504884000005 9.827474161008002 O2-
2.587814102112 -0.44640178044799983 3.518720161008 O2-
0.4464150488400005 9.222010102112 0.3643431610079997 O2-
0.4464084146440004 4.046375263691999 6.673103469762001 O2-
4.046381897888 -0.44641504883999983 5.944410838992001 O2-
4.046381897888001 0.44640178044799983 -0.3643431610080001 O2-
6.18778095116 4.046381897888 2.7900338389920005 O2-
-0.44640841464399994 2.587820736308 2.7900275302380004 O2-
4.046375263692001 7.080604414644 -2.7900275302380004 O2-
4.046375263692 6.187787585355999 3.518726469762001 O2-
6.187794219552 2.5878141021120005 0.3643431610079997 O2-
6.187787585356 -2.587820736308 6.673103469762001 O2-
2.587820736308 6.187787585356 5.944404530238 O2-
2.587820736308 7.080604414644 -0.36434946976200067 O2-
7.0805977804480005 4.046381897888001 -3.5187201610080003 O2-
0.4464084146440004 2.5878207363079997 9.098781530238 O2-
1.3837871384640008 -0.6988329382480007 7.442096421084001 O2-
1.383780504268 0.6988263040520001 1.1333487298380003 O2-
5.935363061752 1.3837871384639997 4.287719421084001 O2-
-0.698826304052 5.250415495732001 4.2877131123300005 O2-
-1.3837871384639997 7.333028938248001 2.021034578916 O2-
5.250415495732 -0.6988263040519995 2.0210282701619997 O2-
7.333028938248001 5.250408861536 5.175411578915999 O2-
0.6988263040520002 1.3837805042679998 5.17541788767 O2-
11.884611495732 -0.698826304052 1.1333361123300003 O2-
5.250408861536 7.333028938248001 1.1333424210839995 O2-
0.698826304052 8.017976504268 4.287725729838 O2-
7.333028938248001 -1.3837871384639997 4.287719421084001 O2-
8.017976504268 0.698826304052 2.02104088767 O2-
1.3837871384639993 5.935363061752001 2.0210345789160007 O2-
5.935369695948 5.250415495732001 -1.1333487298380005 O2-
5.935363061752001 -5.250408861536001 5.175411578916 O2-
6.634196 3.3170980000000005 4.7315655 Sn4+
2.220446049250313e-16 3.3170979999999997 4.7315655 Sn4+
3.3170979999999997 2.220446049250313e-16 7.8859425000000005 Sn4+
3.3170980000000005 -2.220446049250313e-16 1.5771885 Sn4+
6.634196000000001 3.317098 -1.5771885 Sn4+
6.634195999999999 -3.3170979999999997 4.7315655 Sn4+
9.951294 8.881784197001252e-16 1.5771885 Sn4+
3.3170980000000005 6.634196 1.5771885 Sn4+
"
1,Ti3+,Sn4+,Li1+,O2-,Li7Ti3(SnO6)2,1463.4720547335205,"Li1+ O2- Sn4+ Ti3+
1.0
-6.634196 6.634196 6.308754
6.634196 -6.634196 6.308754
6.634196 6.634196 -6.308754
Li O Sn Ti
28 48 8 12
Cartesian
0.0 0.0 6.308754 Li1+
0.0 0.0 0.0 Li1+
6.634196000000001 -4.440892098500626e-16 3.154377 Li1+
-4.440892098500626e-16 6.634196000000001 3.154377 Li1+
8.793474211492 1.0763120564520001 4.000790980410001 Li1+
2.1592782114920004 5.557883943548 4.000790980409999 Li1+
1.0763120564519995 2.1592782114920004 7.155167980410001 Li1+
1.0763120564519992 11.109113788508001 0.8464139804099995 Li1+
4.474917788508001 5.557883943548 5.46234001959 Li1+
4.474917788507999 7.710508056452 -0.8464139804099995 Li1+
-1.076312056452 4.474917788508 2.30796301959 Li1+
5.557883943548 2.1592782114920004 2.3079630195900003 Li1+
-2.1592782114920004 7.710508056452 4.000790980410001 Li1+
4.474917788508 -1.076312056452 4.000790980410001 Li1+
5.557883943547999 -4.474917788508 7.15516798041 Li1+
5.557883943548001 4.474917788508 0.8464139804100004 Li1+
2.159278211492 -1.0763120564519997 5.46234001959 Li1+
2.159278211492 1.0763120564520001 -0.8464139804099999 Li1+
7.710508056452001 -2.1592782114920013 2.307963019590001 Li1+
1.076312056452001 8.793474211492 2.30796301959 Li1+
2.3671209379760003 2.3671209379760003 9.463130999999999 Li1+
2.367120937976 -2.367120937976 3.154377 Li1+
2.367120937976 9.001316937976 0.0 Li1+
2.3671209379759994 4.267075062024 6.308754 Li1+
4.267075062024 -2.3671209379760008 6.308754000000001 Li1+
4.267075062024 2.367120937976 0.0 Li1+
4.267075062024 4.267075062024 3.154377 Li1+
-2.367120937976 2.367120937976 3.154377 Li1+
3.6669788628440005 -1.9907961698760004 8.525202234066 O2-
3.6669788628439997 1.9907829014840002 2.216448234066 O2-
4.643399830124 3.666978862844001 5.370825234066 O2-
-1.9907895356800005 2.9672237713520007 5.370818925312 O2-
2.9672171371559997 1.9907961698760004 7.2466827659340005 O2-
-3.666978862844 4.6434130985160005 7.2466827659340005 O2-
8.624992169876 2.9672171371559997 4.092305765934 O2-
1.9907895356799998 3.666972228648 4.092312074688 O2-
9.601419771351999 -1.9907895356800003 2.216441925312 O2-
2.9672237713520007 8.62498553568 2.216441925312001 O2-
8.624978901483999 3.666978862844 -0.9379287659340001 O2-
1.9907895356799998 2.967223771352 -0.937935074688 O2-
10.301168228648 1.9907895356799994 0.9379350746880002 O2-
3.6669722286480004 4.643406464320001 0.9379350746879993 O2-
4.643413098516 2.967217137156 -2.216448234066 O2-
4.64340646432 -2.9672237713519998 4.092312074688 O2-
2.587814102112 0.44641504884000005 9.827474161008002 O2-
2.587814102112 -0.44640178044799983 3.518720161008 O2-
0.4464150488400005 9.222010102112 0.3643431610079997 O2-
0.4464084146440004 4.046375263691999 6.673103469762001 O2-
4.046381897888 -0.44641504883999983 5.944410838992001 O2-
4.046381897888001 0.44640178044799983 -0.3643431610080001 O2-
6.18778095116 4.046381897888 2.7900338389920005 O2-
-0.44640841464399994 2.587820736308 2.7900275302380004 O2-
4.046375263692001 7.080604414644 -2.7900275302380004 O2-
4.046375263692 6.187787585355999 3.518726469762001 O2-
6.187794219552 2.5878141021120005 0.3643431610079997 O2-
6.187787585356 -2.587820736308 6.673103469762001 O2-
2.587820736308 6.187787585356 5.944404530238 O2-
2.587820736308 7.080604414644 -0.36434946976200067 O2-
7.0805977804480005 4.046381897888001 -3.5187201610080003 O2-
0.4464084146440004 2.5878207363079997 9.098781530238 O2-
1.3837871384640008 -0.6988329382480007 7.442096421084001 O2-
1.383780504268 0.6988263040520001 1.1333487298380003 O2-
5.935363061752 1.3837871384639997 4.287719421084001 O2-
-0.698826304052 5.250415495732001 4.2877131123300005 O2-
-1.3837871384639997 7.333028938248001 2.021034578916 O2-
5.250415495732 -0.6988263040519995 2.0210282701619997 O2-
7.333028938248001 5.250408861536 5.175411578915999 O2-
0.6988263040520002 1.3837805042679998 5.17541788767 O2-
11.884611495732 -0.698826304052 1.1333361123300003 O2-
5.250408861536 7.333028938248001 1.1333424210839995 O2-
0.698826304052 8.017976504268 4.287725729838 O2-
7.333028938248001 -1.3837871384639997 4.287719421084001 O2-
8.017976504268 0.698826304052 2.02104088767 O2-
1.3837871384639993 5.935363061752001 2.0210345789160007 O2-
5.935369695948 5.250415495732001 -1.1333487298380005 O2-
5.935363061752001 -5.250408861536001 5.175411578916 O2-
6.634196 3.3170980000000005 4.7315655 Sn4+
2.220446049250313e-16 3.3170979999999997 4.7315655 Sn4+
3.3170979999999997 2.220446049250313e-16 7.8859425000000005 Sn4+
3.3170980000000005 -2.220446049250313e-16 1.5771885 Sn4+
6.634196000000001 3.317098 -1.5771885 Sn4+
6.634195999999999 -3.3170979999999997 4.7315655 Sn4+
9.951294 8.881784197001252e-16 1.5771885 Sn4+
3.3170980000000005 6.634196 1.5771885 Sn4+
8.320860722648 3.3170979999999997 1.5771885 Ti3+
1.6866647226479998 3.3170980000000005 1.5771885 Ti3+
3.317098 1.686664722648 4.7315655 Ti3+
-3.317098 4.947531277352001 4.7315655 Ti3+
4.947531277352001 3.3170979999999997 7.885942500000001 Ti3+
-1.6866647226479996 3.3170979999999997 7.885942500000001 Ti3+
9.951294 1.6866647226479996 -1.5771884999999997 Ti3+
3.317098 4.947531277352 -1.5771885000000005 Ti3+
0.0 0.0 9.463131 Ti3+
0.0 0.0 3.154377 Ti3+
0.0 6.634196 0.0 Ti3+
6.634196 0.0 0.0 Ti3+
",0.002652379823332219,Li7La3(SnO6)2,"La3+ Li1+ O2- Sn4+
1.0
-6.634196 6.634196 6.308754
6.634196 -6.634196 6.308754
6.634196 6.634196 -6.308754
La Li O Sn
12 28 48 8
Cartesian
8.320860722648 3.3170979999999997 1.5771885 La3+
1.6866647226479998 3.3170980000000005 1.5771885 La3+
3.317098 1.686664722648 4.7315655 La3+
-3.317098 4.947531277352001 4.7315655 La3+
4.947531277352001 3.3170979999999997 7.885942500000001 La3+
-1.6866647226479996 3.3170979999999997 7.885942500000001 La3+
9.951294 1.6866647226479996 -1.5771884999999997 La3+
3.317098 4.947531277352 -1.5771885000000005 La3+
0.0 0.0 9.463131 La3+
0.0 0.0 3.154377 La3+
0.0 6.634196 0.0 La3+
6.634196 0.0 0.0 La3+
0.0 0.0 6.308754 Li1+
0.0 0.0 0.0 Li1+
6.634196000000001 -4.440892098500626e-16 3.154377 Li1+
-4.440892098500626e-16 6.634196000000001 3.154377 Li1+
8.793474211492 1.0763120564520001 4.000790980410001 Li1+
2.1592782114920004 5.557883943548 4.000790980409999 Li1+
1.0763120564519995 2.1592782114920004 7.155167980410001 Li1+
1.0763120564519992 11.109113788508001 0.8464139804099995 Li1+
4.474917788508001 5.557883943548 5.46234001959 Li1+
4.474917788507999 7.710508056452 -0.8464139804099995 Li1+
-1.076312056452 4.474917788508 2.30796301959 Li1+
5.557883943548 2.1592782114920004 2.3079630195900003 Li1+
-2.1592782114920004 7.710508056452 4.000790980410001 Li1+
4.474917788508 -1.076312056452 4.000790980410001 Li1+
5.557883943547999 -4.474917788508 7.15516798041 Li1+
5.557883943548001 4.474917788508 0.8464139804100004 Li1+
2.159278211492 -1.0763120564519997 5.46234001959 Li1+
2.159278211492 1.0763120564520001 -0.8464139804099999 Li1+
7.710508056452001 -2.1592782114920013 2.307963019590001 Li1+
1.076312056452001 8.793474211492 2.30796301959 Li1+
2.3671209379760003 2.3671209379760003 9.463130999999999 Li1+
2.367120937976 -2.367120937976 3.154377 Li1+
2.367120937976 9.001316937976 0.0 Li1+
2.3671209379759994 4.267075062024 6.308754 Li1+
4.267075062024 -2.3671209379760008 6.308754000000001 Li1+
4.267075062024 2.367120937976 0.0 Li1+
4.267075062024 4.267075062024 3.154377 Li1+
-2.367120937976 2.367120937976 3.154377 Li1+
3.6669788628440005 -1.9907961698760004 8.525202234066 O2-
3.6669788628439997 1.9907829014840002 2.216448234066 O2-
4.643399830124 3.666978862844001 5.370825234066 O2-
-1.9907895356800005 2.9672237713520007 5.370818925312 O2-
2.9672171371559997 1.9907961698760004 7.2466827659340005 O2-
-3.666978862844 4.6434130985160005 7.2466827659340005 O2-
8.624992169876 2.9672171371559997 4.092305765934 O2-
1.9907895356799998 3.666972228648 4.092312074688 O2-
9.601419771351999 -1.9907895356800003 2.216441925312 O2-
2.9672237713520007 8.62498553568 2.216441925312001 O2-
8.624978901483999 3.666978862844 -0.9379287659340001 O2-
1.9907895356799998 2.967223771352 -0.937935074688 O2-
10.301168228648 1.9907895356799994 0.9379350746880002 O2-
3.6669722286480004 4.643406464320001 0.9379350746879993 O2-
4.643413098516 2.967217137156 -2.216448234066 O2-
4.64340646432 -2.9672237713519998 4.092312074688 O2-
2.587814102112 0.44641504884000005 9.827474161008002 O2-
2.587814102112 -0.44640178044799983 3.518720161008 O2-
0.4464150488400005 9.222010102112 0.3643431610079997 O2-
0.4464084146440004 4.046375263691999 6.673103469762001 O2-
4.046381897888 -0.44641504883999983 5.944410838992001 O2-
4.046381897888001 0.44640178044799983 -0.3643431610080001 O2-
6.18778095116 4.046381897888 2.7900338389920005 O2-
-0.44640841464399994 2.587820736308 2.7900275302380004 O2-
4.046375263692001 7.080604414644 -2.7900275302380004 O2-
4.046375263692 6.187787585355999 3.518726469762001 O2-
6.187794219552 2.5878141021120005 0.3643431610079997 O2-
6.187787585356 -2.587820736308 6.673103469762001 O2-
2.587820736308 6.187787585356 5.944404530238 O2-
2.587820736308 7.080604414644 -0.36434946976200067 O2-
7.0805977804480005 4.046381897888001 -3.5187201610080003 O2-
0.4464084146440004 2.5878207363079997 9.098781530238 O2-
1.3837871384640008 -0.6988329382480007 7.442096421084001 O2-
1.383780504268 0.6988263040520001 1.1333487298380003 O2-
5.935363061752 1.3837871384639997 4.287719421084001 O2-
-0.698826304052 5.250415495732001 4.2877131123300005 O2-
-1.3837871384639997 7.333028938248001 2.021034578916 O2-
5.250415495732 -0.6988263040519995 2.0210282701619997 O2-
7.333028938248001 5.250408861536 5.175411578915999 O2-
0.6988263040520002 1.3837805042679998 5.17541788767 O2-
11.884611495732 -0.698826304052 1.1333361123300003 O2-
5.250408861536 7.333028938248001 1.1333424210839995 O2-
0.698826304052 8.017976504268 4.287725729838 O2-
7.333028938248001 -1.3837871384639997 4.287719421084001 O2-
8.017976504268 0.698826304052 2.02104088767 O2-
1.3837871384639993 5.935363061752001 2.0210345789160007 O2-
5.935369695948 5.250415495732001 -1.1333487298380005 O2-
5.935363061752001 -5.250408861536001 5.175411578916 O2-
6.634196 3.3170980000000005 4.7315655 Sn4+
2.220446049250313e-16 3.3170979999999997 4.7315655 Sn4+
3.3170979999999997 2.220446049250313e-16 7.8859425000000005 Sn4+
3.3170980000000005 -2.220446049250313e-16 1.5771885 Sn4+
6.634196000000001 3.317098 -1.5771885 Sn4+
6.634195999999999 -3.3170979999999997 4.7315655 Sn4+
9.951294 8.881784197001252e-16 1.5771885 Sn4+
3.3170980000000005 6.634196 1.5771885 Sn4+
"
