Pretty Formula,A,B,C,D,sus_factor
Li7Eu3(MoO6)2,Eu3+,Mo2-,Li1+,O1-,3073.4344209129763
Li7Eu3(MoO6)2,Eu3+,Mo4+,Li1+,O2-,3073.4344209129763
Li7Gd3(MoO6)2,Gd3+,Mo4+,Li1+,O2-,3073.9003271143492
Li7Gd3(MoO6)2,Gd3+,Mo2-,Li1+,O1-,3073.9003271143492
Li7Gd3(MoO6)2,Gd1+,Mo1+,Li1+,O1-,3073.9003271143492
Li7Tb3(MoO6)2,Tb1+,Mo1+,Li1+,O1-,3074.044600199167
Li7Tb3(MoO6)2,Tb3+,Mo4+,Li1+,O2-,3074.044600199167
Li7Tb3(MoO6)2,Tb3+,Mo2-,Li1+,O1-,3074.044600199167
Li7Dy3(MoO6)2,Dy3+,Mo4+,Li1+,O2-,3074.347161691196
Li7Dy3(MoO6)2,Dy3+,Mo2-,Li1+,O1-,3074.347161691196
Li7Ho3(MoO6)2,Ho3+,Mo2-,Li1+,O1-,3074.54886960675
Li7Ho3(MoO6)2,Ho3+,Mo4+,Li1+,O2-,3074.54886960675
Li7Er3(MoO6)2,Er3+,Mo2-,Li1+,O1-,3074.7391881801277
Li7Er3(MoO6)2,Er3+,Mo4+,Li1+,O2-,3074.7391881801277
K3Li7(CoO6)2,K1+,Co1+,Li1+,O1-,3074.8328528864304
Li7Tm3(MoO6)2,Tm3+,Mo4+,Li1+,O2-,3074.874349014471
Li7Tm3(MoO6)2,Tm3+,Mo2-,Li1+,O1-,3074.874349014471
Li7Yb3(MoO6)2,Yb3+,Mo2-,Li1+,O1-,3075.1995786375464
Li7Yb3(MoO6)2,Yb3+,Mo4+,Li1+,O2-,3075.1995786375464
Li7Lu3(MoO6)2,Lu3+,Mo2-,Li1+,O1-,3075.349335381185
Li7Lu3(MoO6)2,Lu3+,Mo4+,Li1+,O2-,3075.349335381185
Li7Hg3(MoO6)2,Hg1+,Mo1+,Li1+,O1-,3077.181492933195
Li7La3(IO6)2,La3+,I4+,Li1+,O2-,3084.348258815133
Li7Ce3(IO6)2,Ce3+,I4+,Li1+,O2-,3084.410397684475
Li7Pr3(IO6)2,Pr3+,I4+,Li1+,O2-,3084.4507684772834
Li7Nd3(IO6)2,Nd3+,I4+,Li1+,O2-,3084.6185359969577
Li7Sm3(IO6)2,Sm3+,I4+,Li1+,O2-,3084.9171300999337
Li7Eu3(IO6)2,Eu3+,I4+,Li1+,O2-,3084.9935062347995
Li7Gd3(IO6)2,Gd1+,I1+,Li1+,O1-,3085.239819697117
Li7Gd3(IO6)2,Gd1+,I7+,Li1+,O2-,3085.239819697117
Li7Gd3(IO6)2,Gd3+,I4+,Li1+,O2-,3085.239819697117
Li7Tb3(IO6)2,Tb1+,I1+,Li1+,O1-,3085.316207767376
Li7Tb3(IO6)2,Tb3+,I4+,Li1+,O2-,3085.316207767376
Li7Tb3(IO6)2,Tb1+,I7+,Li1+,O2-,3085.316207767376
Li7Dy3(IO6)2,Dy3+,I4+,Li1+,O2-,3085.4765805746993
Li7Ho3(IO6)2,Ho3+,I4+,Li1+,O2-,3085.5836285358464
Li7Er3(IO6)2,Er3+,I4+,Li1+,O2-,3085.684729531052
Li7Tm3(IO6)2,Tm3+,I4+,Li1+,O2-,3085.756587174738
Li7Yb3(IO6)2,Yb3+,I4+,Li1+,O2-,3085.9296901573834
Li7Lu3(IO6)2,Lu3+,I4+,Li1+,O2-,3086.0094912757586
Li7Hg3(IO6)2,Hg1+,I1+,Li1+,O1-,3086.9905867830794
Li7Hg3(IO6)2,Hg1+,I7+,Li1+,O2-,3086.9905867830794
Li7Cd3(PdO6)2,Cd1+,Pd1+,Li1+,O1-,3087.5558778771165
Li7Ag3(RuO6)2,Ag3+,Ru4+,Li1+,O2-,3092.9828673078923
Li7Ag3(RuO6)2,Ag1+,Ru7+,Li1+,O2-,3092.9828673078923
Li7Ag3(RuO6)2,Ag1+,Ru1+,Li1+,O1-,3092.9828673078923
Li7Ag3(RuO6)2,Ag3+,Ru2-,Li1+,O1-,3092.9828673078923
Li7La3(WO6)2,La3+,W4+,Li1+,O2-,3095.590551316308
Li7La3(WO6)2,La3+,W2-,Li1+,O1-,3095.590551316308
Li7Ce3(WO6)2,Ce3+,W2-,Li1+,O1-,3095.606119261394
Li7Ce3(WO6)2,Ce3+,W4+,Li1+,O2-,3095.606119261394
Li7Pr3(WO6)2,Pr3+,W4+,Li1+,O2-,3095.6162409118874
Li7Pr3(WO6)2,Pr3+,W2-,Li1+,O1-,3095.6162409118874
Li7Nd3(WO6)2,Nd3+,W4+,Li1+,O2-,3095.658365368673
Li7Nd3(WO6)2,Nd3+,W2-,Li1+,O1-,3095.658365368673
Li7Sm3(WO6)2,Sm3+,W2-,Li1+,O1-,3095.7335880328487
Li7Sm3(WO6)2,Sm3+,W4+,Li1+,O2-,3095.7335880328487
Li7Eu3(WO6)2,Eu3+,W4+,Li1+,O2-,3095.752880369135
Li7Eu3(WO6)2,Eu3+,W2-,Li1+,O1-,3095.752880369135
Li7Gd3(WO6)2,Gd1+,W1+,Li1+,O1-,3095.8152416765106
Li7Gd3(WO6)2,Gd3+,W2-,Li1+,O1-,3095.8152416765106
Li7Gd3(WO6)2,Gd3+,W4+,Li1+,O2-,3095.8152416765106
Li7Tb3(WO6)2,Tb3+,W4+,Li1+,O2-,3095.8346261093584
Li7Tb3(WO6)2,Tb1+,W1+,Li1+,O1-,3095.8346261093584
Li7Tb3(WO6)2,Tb3+,W2-,Li1+,O1-,3095.8346261093584
Li7Dy3(WO6)2,Dy3+,W2-,Li1+,O1-,3095.875391668867
Li7Dy3(WO6)2,Dy3+,W4+,Li1+,O2-,3095.875391668867
Li7Ho3(WO6)2,Ho3+,W4+,Li1+,O2-,3095.9026545614274
Li7Ho3(WO6)2,Ho3+,W2-,Li1+,O1-,3095.9026545614274
Li7Er3(WO6)2,Er3+,W2-,Li1+,O1-,3095.9284412913157
Li7Er3(WO6)2,Er3+,W4+,Li1+,O2-,3095.9284412913157
Li7Tm3(WO6)2,Tm3+,W4+,Li1+,O2-,3095.94679196572
Li7Tm3(WO6)2,Tm3+,W2-,Li1+,O1-,3095.94679196572
Li7Yb3(WO6)2,Yb3+,W4+,Li1+,O2-,3095.9910759444156
Li7Yb3(WO6)2,Yb3+,W2-,Li1+,O1-,3095.9910759444156
Li7Lu3(WO6)2,Lu3+,W4+,Li1+,O2-,3096.011528107926
Li7Lu3(WO6)2,Lu3+,W2-,Li1+,O1-,3096.011528107926
Li7Hg3(WO6)2,Hg1+,W1+,Li1+,O1-,3096.2649019057217
Li5MoO6,Li1+,Mo1+,Li1+,O1-,3098.4683292637624
Li7Nb2Cd3O12,Cd1+,Nb1+,Li1+,O1-,3108.3519362552506
Li7Lu3(TeO6)2,Lu3+,Te4+,Li1+,O2-,3113.348365130411
Li7Lu3(TeO6)2,Lu3+,Te2-,Li1+,O1-,3113.348365130411
Li7Yb3(TeO6)2,Yb3+,Te4+,Li1+,O2-,3113.424399137728
Li7Yb3(TeO6)2,Yb3+,Te2-,Li1+,O1-,3113.424399137728
Li7Tm3(TeO6)2,Tm3+,Te4+,Li1+,O2-,3113.5893265155264
Li7Tm3(TeO6)2,Tm3+,Te2-,Li1+,O1-,3113.5893265155264
Li7Er3(TeO6)2,Er3+,Te4+,Li1+,O2-,3113.657788709375
Li7Er3(TeO6)2,Er3+,Te2-,Li1+,O1-,3113.657788709375
Li7Ho3(TeO6)2,Ho3+,Te2-,Li1+,O1-,3113.754110811831
Li7Ho3(TeO6)2,Ho3+,Te4+,Li1+,O2-,3113.754110811831
Li7Dy3(TeO6)2,Dy3+,Te2-,Li1+,O1-,3113.8560967081803
Li7Dy3(TeO6)2,Dy3+,Te4+,Li1+,O2-,3113.8560967081803
Li7Tb3(TeO6)2,Tb3+,Te4+,Li1+,O2-,3114.00888185496
Li7Tb3(TeO6)2,Tb3+,Te2-,Li1+,O1-,3114.00888185496
Li7Gd3(TeO6)2,Gd3+,Te2-,Li1+,O1-,3114.0816541257955
Li7Gd3(TeO6)2,Gd3+,Te4+,Li1+,O2-,3114.0816541257955
Li7Eu3(TeO6)2,Eu3+,Te4+,Li1+,O2-,3114.316301060933
Li7Eu3(TeO6)2,Eu3+,Te2-,Li1+,O1-,3114.316301060933
Li7Sm3(TeO6)2,Sm3+,Te2-,Li1+,O1-,3114.3890573873773
Li7Sm3(TeO6)2,Sm3+,Te4+,Li1+,O2-,3114.3890573873773
Li7Nd3(TeO6)2,Nd3+,Te4+,Li1+,O2-,3114.6734893847733
Li7Nd3(TeO6)2,Nd3+,Te2-,Li1+,O1-,3114.6734893847733
Li7Pr3(TeO6)2,Pr3+,Te2-,Li1+,O1-,3114.8332925513832
Li7Pr3(TeO6)2,Pr3+,Te4+,Li1+,O2-,3114.8332925513832
Li7Ce3(TeO6)2,Ce3+,Te4+,Li1+,O2-,3114.8717460598837
Li7Ce3(TeO6)2,Ce3+,Te2-,Li1+,O1-,3114.8717460598837
Li7La3(TeO6)2,La3+,Te2-,Li1+,O1-,3114.930933247383
Li7La3(TeO6)2,La3+,Te4+,Li1+,O2-,3114.930933247383
Li7Ag3(RhO6)2,Ag3+,Rh4+,Li1+,O2-,3116.3773705661097
Li7Ag3(RhO6)2,Ag1+,Rh1+,Li1+,O1-,3116.3773705661097
Li5IO6,Li1+,I1+,Li1+,O1-,3116.779349787332
Li5IO6,Li1+,I7+,Li1+,O2-,3116.779349787332
Li5WO6,Li1+,W1+,Li1+,O1-,3129.226232222531
K3Li7(BO6)2,K1+,B1+,Li1+,O1-,3130.0116180193404
K3Sr2Li7O12,K1+,Sr1+,Li1+,O1-,3133.106402806001
Rb2Sr3Li7O12,Sr1+,Rb1+,Li1+,O1-,3135.131263684885
Li7Zr3(BrO6)2,Zr3+,Br4+,Li1+,O2-,3136.6418825154683
Li7Zr3(BrO6)2,Zr1+,Br1+,Li1+,O1-,3136.6418825154683
Li7Zr3(BrO6)2,Zr1+,Br7+,Li1+,O2-,3136.6418825154683
Li7Zr3Ta2O12,Zr3+,Ta4+,Li1+,O2-,3137.266795561241
Li7V3(MoO6)2,V3+,Mo4+,Li1+,O2-,3138.0119029333264
Li7V3(MoO6)2,V5+,Mo1+,Li1+,O2-,3138.0119029333264
Li7V3(MoO6)2,V1+,Mo1+,Li1+,O1-,3138.0119029333264
Li7V3(MoO6)2,V3+,Mo2-,Li1+,O1-,3138.0119029333264
Li7Y3Ta2O12,Y3+,Ta4+,Li1+,O2-,3141.5654893997034
Li7Y3(BrO6)2,Y3+,Br4+,Li1+,O2-,3142.236274975159
Li7Y3(BrO6)2,Y1+,Br1+,Li1+,O1-,3142.236274975159
Li7Y3(BrO6)2,Y1+,Br7+,Li1+,O2-,3142.236274975159
K3Li7(HgO6)2,K1+,Hg1+,Li1+,O1-,3146.3385708566193
Li7V3(IO6)2,V1+,I1+,Li1+,O1-,3148.8045763711507
Li7V3(IO6)2,V1+,I7+,Li1+,O2-,3148.8045763711507
Li7V3(IO6)2,V5+,I1+,Li1+,O2-,3148.8045763711507
Li7V3(IO6)2,V3+,I4+,Li1+,O2-,3148.8045763711507
Rb2Li7(HgO4)3,Hg1+,Rb1+,Li1+,O1-,3149.322392289477
K3Li7Tb2O12,K1+,Tb1+,Li1+,O1-,3152.0529641182648
K3Li7Gd2O12,K1+,Gd1+,Li1+,O1-,3152.312363924461
Li7V3(WO6)2,V5+,W1+,Li1+,O2-,3154.3011726821856
Li7V3(WO6)2,V3+,W2-,Li1+,O1-,3154.3011726821856
Li7V3(WO6)2,V1+,W1+,Li1+,O1-,3154.3011726821856
Li7V3(WO6)2,V3+,W4+,Li1+,O2-,3154.3011726821856
Rb2Li7Tb3O12,Tb1+,Rb1+,Li1+,O1-,3156.2626827039708
Rb2Li7Gd3O12,Gd1+,Rb1+,Li1+,O1-,3156.582834559126
Cs2Li7(FeO4)3,Fe1+,Cs1+,Li1+,O1-,3159.8085824486698
Cs2Li7(FeO4)3,Fe5+,Cs1+,Li1+,O2-,3159.8085824486698
Li7Ag3(PdO6)2,Ag3+,Pd4+,Li1+,O2-,3160.5548551628494
Li7Ag3(PdO6)2,Ag1+,Pd1+,Li1+,O1-,3160.5548551628494
Rb3Li7In2O12,Rb1+,In1+,Li1+,O1-,3162.2536261084206
K2Li7Cr3O12,Cr5+,K1+,Li1+,O2-,3164.998050613283
K2Li7Cr3O12,Cr1+,K1+,Li1+,O1-,3164.998050613283
Li7Ta2O15,O1-,Ta4+,Li1+,O1-,3168.706679267123
Li7Ta3Cd2O12,Ta5+,Cd1+,Li1+,O2-,3171.826764721098
Li7Br2O15,O1-,Br4+,Li1+,O1-,3181.9372148104535
Li7Nb2(AgO4)3,Ag1+,Nb1+,Li1+,O1-,3184.359428774371
Li7Nb2(AgO4)3,Ag3+,Nb4+,Li1+,O2-,3184.359428774371
Li7V3(TeO6)2,V3+,Te2-,Li1+,O1-,3191.6919144692692
Li7V3(TeO6)2,V3+,Te4+,Li1+,O2-,3191.6919144692692
Li7Ta3(AgO6)2,Ta5+,Ag1+,Li1+,O2-,3210.4395148628073
Li7Ta3(AgO6)2,Ta3+,Ag4+,Li1+,O2-,3210.4395148628073
Li7Ta3(SnO6)2,Ta3+,Sn4+,Li1+,O2-,3218.498687712584
Li7Ta2(CoO4)3,Co1-,Ta4+,Li1+,O1-,3226.7426256742733
Li7Ta2(CoO4)3,Co3+,Ta4+,Li1+,O2-,3226.7426256742733
Cs2Li7Zn3O12,Zn1+,Cs1+,Li1+,O1-,3227.5852295425752
KLi3O4,K1+,Li1+,Li1+,O1-,3235.690116681152
K3Li7Be2O12,K1+,Be1+,Li1+,O1-,3236.7266974625936
K2Li7Sc3O12,Sc1+,K1+,Li1+,O1-,3240.3860544997765
K3Li7V2O12,K1+,V1+,Li1+,O1-,3242.9849026998354
K3Li7(ReO6)2,K1+,Re1+,Li1+,O1-,3250.154740173304
K3Li7(ReO6)2,K1+,Re7+,Li1+,O2-,3250.154740173304
Li7Lu3Ta2O12,Lu3+,Ta4+,Li1+,O2-,3250.3377114741497
Li7Yb3Ta2O12,Yb3+,Ta4+,Li1+,O2-,3251.1125917795184
Rb3Li7(CuO6)2,Rb1+,Cu1+,Li1+,O1-,3251.403356518573
Li7Tm3Ta2O12,Tm3+,Ta4+,Li1+,O2-,3252.7905385032404
Li7Er3Ta2O12,Er3+,Ta4+,Li1+,O2-,3253.4859126792517
Li7Ho3Ta2O12,Ho3+,Ta4+,Li1+,O2-,3254.463121685331
Li7Dy3Ta2O12,Dy3+,Ta4+,Li1+,O2-,3255.496341587696
Li7Tb3Ta2O12,Tb3+,Ta4+,Li1+,O2-,3257.041426141583
Li7Co3(BrO6)2,Co5+,Br1+,Li1+,O2-,3257.340559340187
Li7Co3(BrO6)2,Co3+,Br4+,Li1+,O2-,3257.340559340187
Li7Co3(BrO6)2,Co1+,Br7+,Li1+,O2-,3257.340559340187
Li7Co3(BrO6)2,Co1+,Br1+,Li1+,O1-,3257.340559340187
Li7Gd3Ta2O12,Gd3+,Ta4+,Li1+,O2-,3257.776186222939
Li7Cd3(BiO6)2,Cd1+,Bi1+,Li1+,O1-,3260.007596104175
Li7Cd3(BiO6)2,Cd1+,Bi7+,Li1+,O2-,3260.007596104175
Li7Eu3Ta2O12,Eu3+,Ta4+,Li1+,O2-,3260.140218205479
Li7Sm3Ta2O12,Sm3+,Ta4+,Li1+,O2-,3260.871641169071
Li7Hg3(BrO6)2,Hg1+,Br1+,Li1+,O1-,3261.1870106683796
Li7Hg3(BrO6)2,Hg1+,Br7+,Li1+,O2-,3261.1870106683796
Li7Nd3Ta2O12,Nd3+,Ta4+,Li1+,O2-,3263.723876150264
Cs2Li7Mn3O12,Mn1+,Cs1+,Li1+,O1-,3265.1621965631152
Cs2Li7Mn3O12,Mn5+,Cs1+,Li1+,O2-,3265.1621965631152
Li7Pr3Ta2O12,Pr3+,Ta4+,Li1+,O2-,3265.32136005543
Rb3Li7(SeO6)2,Rb1+,Se1+,Li1+,O1-,3265.414186401899
Li7Ce3Ta2O12,Ce3+,Ta4+,Li1+,O2-,3265.7052287688803
Li7La3Ta2O12,La3+,Ta4+,Li1+,O2-,3266.295670480999
RbLi5O6,Li1+,Rb1+,Li1+,O1-,3268.578502395346
Cs2Li7Ti3O12,Ti1+,Cs1+,Li1+,O1-,3268.7937559488587
Rb2Li7V3O12,V1+,Rb1+,Li1+,O1-,3269.800168302826
Rb2Li7V3O12,V5+,Rb1+,Li1+,O2-,3269.800168302826
Li7Lu3(BrO6)2,Lu3+,Br4+,Li1+,O2-,3274.5777318389673
Li7Yb3(BrO6)2,Yb3+,Br4+,Li1+,O2-,3275.675312379079
Rb3Li7(FeO6)2,Rb1+,Fe1+,Li1+,O1-,3277.3715024745625
Li7Tm3(BrO6)2,Tm3+,Br4+,Li1+,O2-,3278.0605423714624
Li7Er3(BrO6)2,Er3+,Br4+,Li1+,O2-,3279.052452500918
Rb3Li7(NiO6)2,Rb1+,Ni1+,Li1+,O1-,3279.0702671028866
Li7Ho3(BrO6)2,Ho3+,Br4+,Li1+,O2-,3280.4497908328385
Li7Dy3(BrO6)2,Dy3+,Br4+,Li1+,O2-,3281.9315683805994
Li7Tb3(BrO6)2,Tb1+,Br1+,Li1+,O1-,3284.155810798633
Li7Tb3(BrO6)2,Tb3+,Br4+,Li1+,O2-,3284.155810798633
Li7Tb3(BrO6)2,Tb1+,Br7+,Li1+,O2-,3284.155810798633
Li7Gd3(BrO6)2,Gd3+,Br4+,Li1+,O2-,3285.2170838140487
Li7Gd3(BrO6)2,Gd1+,Br7+,Li1+,O2-,3285.2170838140487
Li7Gd3(BrO6)2,Gd1+,Br1+,Li1+,O1-,3285.2170838140487
Li7Eu3(BrO6)2,Eu3+,Br4+,Li1+,O2-,3288.647238904853
Li7Sm3(BrO6)2,Sm3+,Br4+,Li1+,O2-,3289.713363206454
Rb3Li7(GeO6)2,Rb1+,Ge1+,Li1+,O1-,3292.2860908113685
Li7Nd3(BrO6)2,Nd3+,Br4+,Li1+,O2-,3293.8928631358644
Li7Pr3(BrO6)2,Pr3+,Br4+,Li1+,O2-,3296.2491924689357
Li7Ce3(BrO6)2,Ce3+,Br4+,Li1+,O2-,3296.817075604598
Li7La3(BrO6)2,La3+,Br4+,Li1+,O2-,3297.691821952551
Li7Cr3(WO6)2,Cr3+,W4+,Li1+,O2-,3298.1931260280526
Li7Cr3(WO6)2,Cr3+,W2-,Li1+,O1-,3298.1931260280526
Li7Cr3(WO6)2,Cr5+,W1+,Li1+,O2-,3298.1931260280526
Li7Cr3(WO6)2,Cr1+,W1+,Li1+,O1-,3298.1931260280526
Sr3Li7(BrO6)2,Sr1+,Br7+,Li1+,O2-,3303.918987744852
Sr3Li7(BrO6)2,Sr1+,Br1+,Li1+,O1-,3303.918987744852
Rb3Li7(GaO6)2,Rb1+,Ga1+,Li1+,O1-,3305.048856966337
Li7In3(RuO6)2,In1+,Ru7+,Li1+,O2-,3310.691743043277
Li7In3(RuO6)2,In3+,Ru2-,Li1+,O1-,3310.691743043277
Li7In3(RuO6)2,In3+,Ru4+,Li1+,O2-,3310.691743043277
Li7In3(RuO6)2,In1+,Ru1+,Li1+,O1-,3310.691743043277
Cs2Li7Ca3O12,Ca1+,Cs1+,Li1+,O1-,3311.8359525486685
Li7Cr3(IO6)2,Cr5+,I1+,Li1+,O2-,3317.91654576244
Li7Cr3(IO6)2,Cr3+,I4+,Li1+,O2-,3317.91654576244
Li7Cr3(IO6)2,Cr1+,I1+,Li1+,O1-,3317.91654576244
Li7Cr3(IO6)2,Cr1+,I7+,Li1+,O2-,3317.91654576244
Li7Ag3(BiO6)2,Ag1+,Bi1+,Li1+,O1-,3320.1537206514886
Li7Ag3(BiO6)2,Ag1+,Bi7+,Li1+,O2-,3320.1537206514886
Li7Ta3In2O12,Ta5+,In1+,Li1+,O2-,3321.604971175235
Rb3Li7Zn2O12,Rb1+,Zn1+,Li1+,O1-,3324.3587301202992
Li7Cr3(MoO6)2,Cr5+,Mo1+,Li1+,O2-,3324.979433190455
Li7Cr3(MoO6)2,Cr3+,Mo4+,Li1+,O2-,3324.979433190455
Li7Cr3(MoO6)2,Cr3+,Mo2-,Li1+,O1-,3324.979433190455
Li7Cr3(MoO6)2,Cr1+,Mo1+,Li1+,O1-,3324.979433190455
Li7In3(RhO6)2,In1+,Rh1+,Li1+,O1-,3332.4589097633316
Li7In3(RhO6)2,In3+,Rh4+,Li1+,O2-,3332.4589097633316
Cs2Li7Mg3O12,Mg1+,Cs1+,Li1+,O1-,3333.964623739995
Cs2Li7Zr3O12,Zr1+,Cs1+,Li1+,O1-,3341.3652647445033
Li7Sc3(WO6)2,Sc3+,W2-,Li1+,O1-,3347.9994906284837
Li7Sc3(WO6)2,Sc1+,W1+,Li1+,O1-,3347.9994906284837
Li7Sc3(WO6)2,Sc3+,W4+,Li1+,O2-,3347.9994906284837
Cs2Li7Y3O12,Y1+,Cs1+,Li1+,O1-,3348.0341725463027
Cs2Na3Li7O12,Na1+,Cs1+,Li1+,O1-,3353.3993285706892
Rb3Li7Mn2O12,Rb1+,Mn7+,Li1+,O2-,3355.4057679499315
Rb3Li7Mn2O12,Rb1+,Mn1+,Li1+,O1-,3355.4057679499315
Rb3Li7Ti2O12,Rb1+,Ti1+,Li1+,O1-,3360.2139435130275
Li7Cr3(TeO6)2,Cr3+,Te2-,Li1+,O1-,3360.2347675499914
Li7Cr3(TeO6)2,Cr3+,Te4+,Li1+,O2-,3360.2347675499914
Li7Hf2Ta3O12,Ta1-,Hf4+,Li1+,O1-,3361.844709973867
Li7Hf2Ta3O12,Ta3+,Hf4+,Li1+,O2-,3361.844709973867
Li7In3(PdO6)2,In3+,Pd4+,Li1+,O2-,3373.578377933954
Li7In3(PdO6)2,In1+,Pd1+,Li1+,O1-,3373.578377933954
Li7Sc3(IO6)2,Sc1+,I7+,Li1+,O2-,3377.397937180705
Li7Sc3(IO6)2,Sc1+,I1+,Li1+,O1-,3377.397937180705
Li7Sc3(IO6)2,Sc3+,I4+,Li1+,O2-,3377.397937180705
Li7Hf3(RuO6)2,Hf3+,Ru2-,Li1+,O1-,3383.191891798504
Li7Hf3(RuO6)2,Hf3+,Ru4+,Li1+,O2-,3383.191891798504
Li7Ta2V3O12,V1-,Ta4+,Li1+,O1-,3385.0980337536316
Li7Ta2V3O12,V3+,Ta4+,Li1+,O2-,3385.0980337536316
Rb3Li7(SO6)2,Rb1+,S1+,Li1+,O1-,3390.7813966949984
Li7Sc3(MoO6)2,Sc3+,Mo4+,Li1+,O2-,3391.2166956761284
Li7Sc3(MoO6)2,Sc3+,Mo2-,Li1+,O1-,3391.2166956761284
Li7Sc3(MoO6)2,Sc1+,Mo1+,Li1+,O1-,3391.2166956761284
Cs2Li7(HgO4)3,Hg1+,Cs1+,Li1+,O1-,3393.383477599542
Rb3Li7Ca2O12,Rb1+,Ca1+,Li1+,O1-,3393.836703519705
Li7Hf3(RhO6)2,Hf3+,Rh4+,Li1+,O2-,3400.4533025455335
Li7Ta3(CuO6)2,Ta5+,Cu1+,Li1+,O2-,3400.655426557072
Li7Ta3(CuO6)2,Ta3+,Cu4+,Li1+,O2-,3400.655426557072
K3Li7Cr2O12,K1+,Cr1+,Li1+,O1-,3401.311286866411
Rb3Li7Zr2O12,Rb1+,Zr1+,Li1+,O1-,3404.0930119193818
Li7Nb2In3O12,In1+,Nb1+,Li1+,O1-,3404.2080800101126
Li7Nb2In3O12,In3+,Nb4+,Li1+,O2-,3404.2080800101126
Li7Ta3(SeO6)2,Ta5+,Se1+,Li1+,O2-,3405.515071098812
Li7Ta3(SeO6)2,Ta3+,Se4+,Li1+,O2-,3405.515071098812
Li7Ta3(SeO6)2,Ta3+,Se2-,Li1+,O1-,3405.515071098812
Rb3Li7Y2O12,Rb1+,Y1+,Li1+,O1-,3409.6176779047973
Rb3Li7Mg2O12,Rb1+,Mg1+,Li1+,O1-,3414.241966358818
Li7Ta3(FeO6)2,Ta5+,Fe1+,Li1+,O2-,3420.881795719658
Li7Ta3(FeO6)2,Ta3+,Fe4+,Li1+,O2-,3420.881795719658
Li7Ta3(FeO6)2,Ta3+,Fe2-,Li1+,O1-,3420.881795719658
Li7Sc3(TeO6)2,Sc3+,Te4+,Li1+,O2-,3421.0022062149146
Li7Sc3(TeO6)2,Sc3+,Te2-,Li1+,O1-,3421.0022062149146
Li7Ta3(NiO6)2,Ta5+,Ni1+,Li1+,O2-,3421.132814831235
Li7Ta3(NiO6)2,Ta3+,Ni4+,Li1+,O2-,3421.132814831235
Rb3Li7(ClO6)2,Rb1+,Cl7+,Li1+,O2-,3424.684251787145
Rb3Li7(ClO6)2,Rb1+,Cl1+,Li1+,O1-,3424.684251787145
Rb3Li7(SiO6)2,Rb1+,Si1+,Li1+,O1-,3425.1808989247484
Li7Ta3(GeO6)2,Ta3+,Ge2-,Li1+,O1-,3426.0056924091937
Li7Ta3(GeO6)2,Ta3+,Ge4+,Li1+,O2-,3426.0056924091937
Li7Ta3(GeO6)2,Ta5+,Ge1+,Li1+,O2-,3426.0056924091937
Rb3Na2Li7O12,Rb1+,Na1+,Li1+,O1-,3428.3604326455975
Cs2Li7Tb3O12,Tb1+,Cs1+,Li1+,O1-,3430.6825009729087
Rb3Li7(HgO6)2,Rb1+,Hg1+,Li1+,O1-,3431.603744174778
Cs2Li7Gd3O12,Gd1+,Cs1+,Li1+,O1-,3432.38167040483
Li7Hf3(PdO6)2,Hf3+,Pd4+,Li1+,O2-,3433.14674698839
K3Li7(AsO6)2,K1+,As1+,Li1+,O1-,3434.8954015605914
Rb3Li7Al2O12,Rb1+,Al1+,Li1+,O1-,3434.8998360016512
Li7Ta3(GaO6)2,Ta5+,Ga1+,Li1+,O2-,3435.6524710580948
Li7Tl2Cd3O12,Cd1+,Tl1+,Li1+,O1-,3441.6364258163103
Li7Nb3(AuO6)2,Nb1+,Au1+,Li1+,O1-,3445.6995607199856
Li7Nb3(AuO6)2,Nb5+,Au1+,Li1+,O2-,3445.6995607199856
Li7Ta3Zn2O12,Ta5+,Zn1+,Li1+,O2-,3450.1449332683937
Cs3Li7Cd2O12,Cs1+,Cd1+,Li1+,O1-,3453.9588301813064
Li7Hf3Nb2O12,Hf3+,Nb4+,Li1+,O2-,3459.367508805
K3Li7Sc2O12,K1+,Sc1+,Li1+,O1-,3459.6581294170437
Rb2Li7Cr3O12,Cr1+,Rb1+,Li1+,O1-,3462.93324607399
Rb2Li7Cr3O12,Cr5+,Rb1+,Li1+,O2-,3462.93324607399
Rb3Li7Tb2O12,Rb1+,Tb1+,Li1+,O1-,3465.515327725074
Rb3Li7Gd2O12,Rb1+,Gd1+,Li1+,O1-,3467.0245791903026
Cs2Li7(CoO4)3,Co1+,Cs1+,Li1+,O1-,3472.3650806963874
Cs2Li7(CoO4)3,Co5+,Cs1+,Li1+,O2-,3472.3650806963874
Li7Ta3Mn2O12,Ta5+,Mn1+,Li1+,O2-,3474.1854549055906
Li7Ta3Mn2O12,Ta3+,Mn2-,Li1+,O1-,3474.1854549055906
Li7Ta3Mn2O12,Ta3+,Mn4+,Li1+,O2-,3474.1854549055906
Li7V3(BrO6)2,V5+,Br1+,Li1+,O2-,3474.8690511761947
Li7V3(BrO6)2,V1+,Br1+,Li1+,O1-,3474.8690511761947
Li7V3(BrO6)2,V3+,Br4+,Li1+,O2-,3474.8690511761947
Li7V3(BrO6)2,V1+,Br7+,Li1+,O2-,3474.8690511761947
K3Li7(PO6)2,K1+,P1+,Li1+,O1-,3478.8950391535254
Li7Ta3Ti2O12,Ta5+,Ti1+,Li1+,O2-,3479.3377532015197
Li7Ta3Ti2O12,Ta3+,Ti4+,Li1+,O2-,3479.3377532015197
